Year,ID Occupied By,Occupied By,ID Geography,Geography,Household Ownership,Household Ownership Moe
"2021",1,"Renter Occupied","04000US04","Arizona",917899,6067
"2021",1,"Renter Occupied","04000US05","Arkansas",393163,4422
"2021",1,"Renter Occupied","04000US06","California",5882339,20620
"2021",1,"Renter Occupied","04000US08","Colorado",754483,6067
"2021",1,"Renter Occupied","04000US09","Connecticut",471821,4448
"2021",1,"Renter Occupied","04000US10","Delaware",108662,2047
"2021",1,"Renter Occupied","04000US11","District of Columbia",181384,2345
"2021",1,"Renter Occupied","04000US12","Florida",2736789,12336
"2021",1,"Renter Occupied","04000US13","Georgia",1378498,10603
"2021",1,"Renter Occupied","04000US15","Hawaii",186599,2286
"2021",1,"Renter Occupied","04000US16","Idaho",186065,3173
"2021",1,"Renter Occupied","04000US17","Illinois",1650933,10624
"2021",1,"Renter Occupied","04000US18","Indiana",790648,6857.999999999999
"2021",1,"Renter Occupied","04000US19","Iowa",362924,3008
"2021",1,"Renter Occupied","04000US20","Kansas",380696,3750
"2021",1,"Renter Occupied","04000US21","Kentucky",563173,5475
"2021",1,"Renter Occupied","04000US22","Louisiana",582830,6008
"2021",1,"Renter Occupied","04000US23","Maine",152040,2266
"2021",1,"Renter Occupied","04000US24","Maryland",750551,6229
"2021",1,"Renter Occupied","04000US25","Massachusetts",1020041,6439
"2021",1,"Renter Occupied","04000US26","Michigan",1106036,6260
"2021",1,"Renter Occupied","04000US27","Minnesota",618299,4232
"2021",1,"Renter Occupied","04000US28","Mississippi",344555,3868.9999999999995
"2021",1,"Renter Occupied","04000US29","Missouri",788386,7061
"2021",1,"Renter Occupied","04000US30","Montana",135060,2151
"2021",1,"Renter Occupied","04000US31","Nebraska",254894,2279
"2021",1,"Renter Occupied","04000US32","Nevada",482281,4259
"2021",1,"Renter Occupied","04000US33","New Hampshire",153349,1981
"2021",1,"Renter Occupied","04000US34","New Jersey",1229008,8629
"2021",1,"Renter Occupied","04000US35","New Mexico",253762,3526.0000000000005
"2021",1,"Renter Occupied","04000US36","New York",3434514,10921
"2021",1,"Renter Occupied","04000US37","North Carolina",1374165,8361
"2021",1,"Renter Occupied","04000US38","North Dakota",117217,2092
"2021",1,"Renter Occupied","04000US39","Ohio",1588226,9704
"2021",1,"Renter Occupied","04000US40","Oklahoma",510477,4240
"2021",1,"Renter Occupied","04000US41","Oregon",610926,5189
"2021",1,"Renter Occupied","04000US42","Pennsylvania",1586866,8783
"2021",1,"Renter Occupied","04000US44","Rhode Island",160918,2800
"2021",1,"Renter Occupied","04000US45","South Carolina",586430,6529
"2021",1,"Renter Occupied","04000US46","South Dakota",109102,1853
"2021",1,"Renter Occupied","04000US47","Tennessee",881517,6535
"2021",1,"Renter Occupied","04000US48","Texas",3848280,19511
"2021",1,"Renter Occupied","04000US49","Utah",304577,3792
"2021",1,"Renter Occupied","04000US50","Vermont",73362,1569
"2021",1,"Renter Occupied","04000US51","Virginia",1083561,7525.999999999999
"2021",1,"Renter Occupied","04000US53","Washington",1066944,6725
"2021",1,"Renter Occupied","04000US54","West Virginia",185407,3370
"2021",1,"Renter Occupied","04000US55","Wisconsin",782114,5649
"2021",1,"Renter Occupied","04000US56","Wyoming",65294,1743.0000000000002
"2021",1,"Renter Occupied","04000US72","Puerto Rico",382636,3554
"2020",0,"Owner Occupied","04000US01","Alabama",1306505,8890
"2020",0,"Owner Occupied","04000US02","Alaska",165376,1893.9999999999998
"2020",0,"Owner Occupied","04000US04","Arizona",1727176,8998
"2020",0,"Owner Occupied","04000US05","Arkansas",770477,6160
"2020",0,"Owner Occupied","04000US06","California",7241318,35711
"2020",0,"Owner Occupied","04000US08","Colorado",1415324,7388.999999999999
"2020",0,"Owner Occupied","04000US09","Connecticut",915408,5015
"2020",0,"Owner Occupied","04000US10","Delaware",264915,2572
"2020",0,"Owner Occupied","04000US11","District of Columbia",122648,2322
"2020",0,"Owner Occupied","04000US12","Florida",5250878,29168
"2020",0,"Owner Occupied","04000US13","Georgia",2453159,15000
"2020",0,"Owner Occupied","04000US15","Hawaii",282037,2959
"2020",0,"Owner Occupied","04000US16","Idaho",459428,3828.9999999999995
"2020",0,"Owner Occupied","04000US17","Illinois",3237778,15169
"2020",0,"Owner Occupied","04000US18","Indiana",1808293,9974
"2020",0,"Owner Occupied","04000US19","Iowa",906967,5085
"2020",0,"Owner Occupied","04000US20","Kansas",756309,5042
"2020",0,"Owner Occupied","04000US21","Kentucky",1181021,8065
"2020",0,"Owner Occupied","04000US22","Louisiana",1167628,7916
"2020",0,"Owner Occupied","04000US23","Maine",414939,2907
"2020",0,"Owner Occupied","04000US24","Maryland",1495828,7636
"2020",0,"Owner Occupied","04000US25","Massachusetts",1654892,8181.000000000001
"2020",0,"Owner Occupied","04000US26","Michigan",2855485,11537
"2020",0,"Owner Occupied","04000US27","Minnesota",1588611,7338.999999999999
"2020",0,"Owner Occupied","04000US28","Mississippi",767972,5809
"2020",0,"Owner Occupied","04000US29","Missouri",1637374,9327
"2020",0,"Owner Occupied","04000US30","Montana",298728,2421
"2020",0,"Owner Occupied","04000US31","Nebraska",507291,3354
"2020",0,"Owner Occupied","04000US32","Nevada",644864,4854
"2020",0,"Owner Occupied","04000US33","New Hampshire",383839,2913
"2020",0,"Owner Occupied","04000US34","New Jersey",2094427,10839
"2020",0,"Owner Occupied","04000US35","New Mexico",539082,4440
"2020",0,"Owner Occupied","04000US36","New York",4014516,17841
"2020",0,"Owner Occupied","04000US37","North Carolina",2649849,13076
"2020",0,"Owner Occupied","04000US38","North Dakota",200671,1910.0000000000002
"2020",0,"Owner Occupied","04000US39","Ohio",3128172,14566
"2020",0,"Owner Occupied","04000US40","Oklahoma",986555,4254
"2020",0,"Owner Occupied","04000US41","Oregon",1031006,6702
"2020",0,"Owner Occupied","04000US42","Pennsylvania",3522269,14124.000000000002
"2020",0,"Owner Occupied","04000US44","Rhode Island",255450,2679
"2020",0,"Owner Occupied","04000US45","South Carolina",1375391,8428
"2020",0,"Owner Occupied","04000US46","South Dakota",236495,2333
"2020",0,"Owner Occupied","04000US47","Tennessee",1756534,10835
"2020",0,"Owner Occupied","04000US48","Texas",6168808,30914
"2020",0,"Owner Occupied","04000US49","Utah",707663,4231
"2020",0,"Owner Occupied","04000US50","Vermont",187374,1784
"2020",0,"Owner Occupied","04000US51","Virginia",2123771,12827
"2020",0,"Owner Occupied","04000US53","Washington",1838059,9076
"2020",0,"Owner Occupied","04000US54","West Virginia",540786,3539.9999999999995
"2020",0,"Owner Occupied","04000US55","Wisconsin",1596500,8011
"2020",0,"Owner Occupied","04000US56","Wyoming",165530,1787
"2020",0,"Owner Occupied","04000US72","Puerto Rico",817399,4066.9999999999995
"2020",1,"Renter Occupied","04000US01","Alabama",581999,5958
"2020",1,"Renter Occupied","04000US02","Alaska",89797,1820
"2020",1,"Renter Occupied","04000US04","Arizona",916254,6465
"2020",1,"Renter Occupied","04000US05","Arkansas",400067,4590
"2020",1,"Renter Occupied","04000US06","California",5861796,20328
"2020",1,"Renter Occupied","04000US08","Colorado",722078,6558
"2020",1,"Renter Occupied","04000US09","Connecticut",470029,4548
"2020",1,"Renter Occupied","04000US10","Delaware",106038,2162
"2020",1,"Renter Occupied","04000US11","District of Columbia",165659,2394
"2020",1,"Renter Occupied","04000US12","Florida",2680435,14277
"2020",1,"Renter Occupied","04000US13","Georgia",1377105,9408
"2020",1,"Renter Occupied","04000US15","Hawaii",185895,2657
"2020",1,"Renter Occupied","04000US16","Idaho",189871,3029
"2020",1,"Renter Occupied","04000US17","Illinois",1646283,9436
"2020",1,"Renter Occupied","04000US18","Indiana",794477,6016
"2020",1,"Renter Occupied","04000US19","Iowa",366974,2779
"2020",1,"Renter Occupied","04000US20","Kansas",385676,3257
"2020",1,"Renter Occupied","04000US21","Kentucky",567032,4973
"2020",1,"Renter Occupied","04000US22","Louisiana",584328,5798
"2020",1,"Renter Occupied","04000US23","Maine",154612,2332
"2020",1,"Renter Occupied","04000US24","Maryland",734699,5861
"2020",1,"Renter Occupied","04000US25","Massachusetts",992088,6034
"2020",1,"Renter Occupied","04000US26","Michigan",1124923,6434
"2020",1,"Renter Occupied","04000US27","Minnesota",619377,4195
"2020",1,"Renter Occupied","04000US28","Mississippi",348677,4195
"2020",1,"Renter Occupied","04000US29","Missouri",802838,5646
"2020",1,"Renter Occupied","04000US30","Montana",137320,2273
"2020",1,"Renter Occupied","04000US31","Nebraska",259372,2835
"2020",1,"Renter Occupied","04000US32","Nevada",485147,4270
"2020",1,"Renter Occupied","04000US33","New Hampshire",155277,2607
"2020",1,"Renter Occupied","04000US34","New Jersey",1177627,8379
"2020",1,"Renter Occupied","04000US35","New Mexico",253673,3727
"2020",1,"Renter Occupied","04000US36","New York",3402708,11310
"2020",1,"Renter Occupied","04000US37","North Carolina",1381743,8669
"2020",1,"Renter Occupied","04000US38","North Dakota",120202,1967
"2020",1,"Renter Occupied","04000US39","Ohio",1589054,8275
"2020",1,"Renter Occupied","04000US40","Oklahoma",507014,3718.0000000000005
"2020",1,"Renter Occupied","04000US41","Oregon",611573,5491
"2020",1,"Renter Occupied","04000US42","Pennsylvania",1584332,9484
"2020",1,"Renter Occupied","04000US44","Rhode Island",159280,2765
"2020",1,"Renter Occupied","04000US45","South Carolina",586090,6113
"2020",1,"Renter Occupied","04000US46","South Dakota",111383,1901
"2020",1,"Renter Occupied","04000US47","Tennessee",882921,7497
"2020",1,"Renter Occupied","04000US48","Texas",3737262,17284
"2020",1,"Renter Occupied","04000US49","Utah",295682,3258
"2020",1,"Renter Occupied","04000US50","Vermont",75478,1549
"2020",1,"Renter Occupied","04000US51","Virginia",1060350,8475
"2020",1,"Renter Occupied","04000US53","Washington",1067763,6807
"2020",1,"Renter Occupied","04000US54","West Virginia",193449,3058
"2020",1,"Renter Occupied","04000US55","Wisconsin",781435,4409
"2020",1,"Renter Occupied","04000US56","Wyoming",67701,1698
"2020",1,"Renter Occupied","04000US72","Puerto Rico",388350,4020
"2019",0,"Owner Occupied","04000US01","Alabama",1284748,7548.000000000001
"2019",0,"Owner Occupied","04000US02","Alaska",162996,1930.0000000000002
"2019",0,"Owner Occupied","04000US04","Arizona",1656756,9014
"2019",0,"Owner Occupied","04000US05","Arkansas",759455,5101
"2019",0,"Owner Occupied","04000US06","California",7154580,37872
"2019",0,"Owner Occupied","04000US08","Colorado",1401735,7774
"2019",0,"Owner Occupied","04000US09","Connecticut",905681,5660
"2019",0,"Owner Occupied","04000US10","Delaware",258780,2277
"2019",0,"Owner Occupied","04000US11","District of Columbia",118367,1823
"2019",0,"Owner Occupied","04000US12","Florida",5058841,30826
"2019",0,"Owner Occupied","04000US13","Georgia",2377773,14949
"2019",0,"Owner Occupied","04000US15","Hawaii",270377,2631
"2019",0,"Owner Occupied","04000US16","Idaho",440716,3147
"2019",0,"Owner Occupied","04000US17","Illinois",3202715,16823
"2019",0,"Owner Occupied","04000US18","Indiana",1776182,10208
"2019",0,"Owner Occupied","04000US19","Iowa",899223,5033
"2019",0,"Owner Occupied","04000US20","Kansas",748123,5351
"2019",0,"Owner Occupied","04000US21","Kentucky",1166031,7540
"2019",0,"Owner Occupied","04000US22","Louisiana",1141205,7913
"2019",0,"Owner Occupied","04000US23","Maine",404759,2909
"2019",0,"Owner Occupied","04000US24","Maryland",1475149,8312
"2019",0,"Owner Occupied","04000US25","Massachusetts",1632765,8539
"2019",0,"Owner Occupied","04000US26","Michigan",2802699,11218
"2019",0,"Owner Occupied","04000US27","Minnesota",1564870,6577
"2019",0,"Owner Occupied","04000US28","Mississippi",752841,5673
"2019",0,"Owner Occupied","04000US29","Missouri",1611986,8262
"2019",0,"Owner Occupied","04000US30","Montana",291471,2164
"2019",0,"Owner Occupied","04000US31","Nebraska",501679,2973
"2019",0,"Owner Occupied","04000US32","Nevada",618605,4381
"2019",0,"Owner Occupied","04000US33","New Hampshire",378178,2687
"2019",0,"Owner Occupied","04000US34","New Jersey",2064240,11449
"2019",0,"Owner Occupied","04000US35","New Mexico",527896,3932
"2019",0,"Owner Occupied","04000US36","New York",3957802,21382
"2019",0,"Owner Occupied","04000US37","North Carolina",2585934,14825
"2019",0,"Owner Occupied","04000US38","North Dakota",198482,1820
"2019",0,"Owner Occupied","04000US39","Ohio",3089046,16610
"2019",0,"Owner Occupied","04000US40","Oklahoma",971122,3448
"2019",0,"Owner Occupied","04000US41","Oregon",1005896,5843
"2019",0,"Owner Occupied","04000US42","Pennsylvania",3480978,15971
"2019",0,"Owner Occupied","04000US44","Rhode Island",249492,2280
"2019",0,"Owner Occupied","04000US45","South Carolina",1333839,8118.999999999999
"2019",0,"Owner Occupied","04000US46","South Dakota",233607,2021.0000000000002
"2019",0,"Owner Occupied","04000US47","Tennessee",1722247,10007
"2019",0,"Owner Occupied","04000US48","Texas",6004802,29081
"2019",0,"Owner Occupied","04000US49","Utah",685699,4025
"2019",0,"Owner Occupied","04000US50","Vermont",183999,1916
"2019",0,"Owner Occupied","04000US51","Virginia",2087711,12137
"2019",0,"Owner Occupied","04000US53","Washington",1793239,8958
"2019",0,"Owner Occupied","04000US54","West Virginia",536153,3708.0000000000005
"2019",0,"Owner Occupied","04000US55","Wisconsin",1580939,8718
"2019",0,"Owner Occupied","04000US56","Wyoming",161972,1715.0000000000002
"2019",0,"Owner Occupied","04000US72","Puerto Rico",812625,4003
"2019",1,"Renter Occupied","04000US01","Alabama",583145,5328
"2019",1,"Renter Occupied","04000US02","Alaska",90350,1815
"2019",1,"Renter Occupied","04000US04","Arizona",914512,5115
"2019",1,"Renter Occupied","04000US05","Arkansas",398616,3696
"2019",1,"Renter Occupied","04000US06","California",5889686,21311
"2019",1,"Renter Occupied","04000US08","Colorado",747259,5909
"2019",1,"Renter Occupied","04000US09","Connecticut",465065,4134
"2019",1,"Renter Occupied","04000US10","Delaware",104542,1949
"2019",1,"Renter Occupied","04000US11","District of Columbia",166019,1923
"2019",1,"Renter Occupied","04000US12","Florida",2677470,13189
"2019",1,"Renter Occupied","04000US13","Georgia",1381025,8549
"2019",1,"Renter Occupied","04000US15","Hawaii",189047,2280
"2019",1,"Renter Occupied","04000US16","Idaho",189292,2642
"2019",1,"Renter Occupied","04000US17","Illinois",1643419,10182
"2019",1,"Renter Occupied","04000US18","Indiana",794237,5512
"2019",1,"Renter Occupied","04000US19","Iowa",366250,3003
"2019",1,"Renter Occupied","04000US20","Kansas",381104,3181
"2019",1,"Renter Occupied","04000US21","Kentucky",568587,4771
"2019",1,"Renter Occupied","04000US22","Louisiana",598292,4725
"2019",1,"Renter Occupied","04000US23","Maine",155162,2162
"2019",1,"Renter Occupied","04000US24","Maryland",730055,5419
"2019",1,"Renter Occupied","04000US25","Massachusetts",984732,5635
"2019",1,"Renter Occupied","04000US26","Michigan",1132342,5585
"2019",1,"Renter Occupied","04000US27","Minnesota",620733,3380
"2019",1,"Renter Occupied","04000US28","Mississippi",351553,3816
"2019",1,"Renter Occupied","04000US29","Missouri",802535,5418
"2019",1,"Renter Occupied","04000US30","Montana",136400,2173
"2019",1,"Renter Occupied","04000US31","Nebraska",257497,2236
"2019",1,"Renter Occupied","04000US32","Nevada",479997,3468
"2019",1,"Renter Occupied","04000US33","New Hampshire",153859,2373
"2019",1,"Renter Occupied","04000US34","New Jersey",1167634,7418.999999999999
"2019",1,"Renter Occupied","04000US35","New Mexico",252353,3017
"2019",1,"Renter Occupied","04000US36","New York",3385432,10667
"2019",1,"Renter Occupied","04000US37","North Carolina",1379548,8561
"2019",1,"Renter Occupied","04000US38","North Dakota",119840,1654
"2019",1,"Renter Occupied","04000US39","Ohio",1587312,8143.999999999999
"2019",1,"Renter Occupied","04000US40","Oklahoma",508939,3090
"2019",1,"Renter Occupied","04000US41","Oregon",606086,4619
"2019",1,"Renter Occupied","04000US42","Pennsylvania",1572128,9279
"2019",1,"Renter Occupied","04000US44","Rhode Island",160997,2263
"2019",1,"Renter Occupied","04000US45","South Carolina",588023,4930
"2019",1,"Renter Occupied","04000US46","South Dakota",110790,1389
"2019",1,"Renter Occupied","04000US47","Tennessee",875045,6452
"2019",1,"Renter Occupied","04000US48","Texas",3686845,15225.000000000002
"2019",1,"Renter Occupied","04000US49","Utah",291614,3168
"2019",1,"Renter Occupied","04000US50","Vermont",76030,1442
"2019",1,"Renter Occupied","04000US51","Virginia",1063334,7563.000000000001
"2019",1,"Renter Occupied","04000US53","Washington",1055157,6286
"2019",1,"Renter Occupied","04000US54","West Virginia",196432,2946
"2019",1,"Renter Occupied","04000US55","Wisconsin",777217,3928
"2019",1,"Renter Occupied","04000US56","Wyoming",68129,1663
"2019",1,"Renter Occupied","04000US72","Puerto Rico",380029,4032.0000000000005
"2018",0,"Owner Occupied","04000US01","Alabama",1275223,8217
"2018",0,"Owner Occupied","04000US02","Alaska",162172,1733
"2018",0,"Owner Occupied","04000US04","Arizona",1606065,8371
"2018",0,"Owner Occupied","04000US05","Arkansas",756431,4913
"2018",0,"Owner Occupied","04000US06","California",7085435,38161
"2018",0,"Owner Occupied","04000US08","Colorado",1371145,7578.000000000001
"2018",0,"Owner Occupied","04000US09","Connecticut",907134,4800
"2018",0,"Owner Occupied","04000US10","Delaware",254308,1711
"2018",0,"Owner Occupied","04000US11","District of Columbia",117571,1429
"2018",0,"Owner Occupied","04000US12","Florida",4954601,29239
"2018",0,"Owner Occupied","04000US13","Georgia",2339981,12955
"2018",0,"Owner Occupied","04000US15","Hawaii",266362,2398
"2018",0,"Owner Occupied","04000US16","Idaho",428300,3287
"2018",0,"Owner Occupied","04000US17","Illinois",3189035,15470.999999999998
"2018",0,"Owner Occupied","04000US18","Indiana",1760732,10080
"2018",0,"Owner Occupied","04000US19","Iowa",894152,5490
"2018",0,"Owner Occupied","04000US20","Kansas",745845,5377
"2018",0,"Owner Occupied","04000US21","Kentucky",1157631,7335
"2018",0,"Owner Occupied","04000US22","Louisiana",1133084,7564
"2018",0,"Owner Occupied","04000US23","Maine",402119,2429
"2018",0,"Owner Occupied","04000US24","Maryland",1463941,8019.000000000001
"2018",0,"Owner Occupied","04000US25","Massachusetts",1621053,7612.999999999999
"2018",0,"Owner Occupied","04000US26","Michigan",2777114,12410
"2018",0,"Owner Occupied","04000US27","Minnesota",1551290,7535
"2018",0,"Owner Occupied","04000US28","Mississippi",754018,5147
"2018",0,"Owner Occupied","04000US29","Missouri",1601845,8786
"2018",0,"Owner Occupied","04000US30","Montana",286553,2349
"2018",0,"Owner Occupied","04000US31","Nebraska",498567,3369.0000000000005
"2018",0,"Owner Occupied","04000US32","Nevada",600520,4591
"2018",0,"Owner Occupied","04000US33","New Hampshire",374758,2713
"2018",0,"Owner Occupied","04000US34","New Jersey",2054413,10703
"2018",0,"Owner Occupied","04000US35","New Mexico",524242,3787
"2018",0,"Owner Occupied","04000US36","New York",3943356,19567
"2018",0,"Owner Occupied","04000US37","North Carolina",2548705,14468.000000000002
"2018",0,"Owner Occupied","04000US38","North Dakota",197347,2158
"2018",0,"Owner Occupied","04000US39","Ohio",3071227,15859.000000000002
"2018",0,"Owner Occupied","04000US40","Oklahoma",967038,3965
"2018",0,"Owner Occupied","04000US41","Oregon",985523,5720
"2018",0,"Owner Occupied","04000US42","Pennsylvania",3467467,14310
"2018",0,"Owner Occupied","04000US44","Rhode Island",247565,2267
"2018",0,"Owner Occupied","04000US45","South Carolina",1305349,7789
"2018",0,"Owner Occupied","04000US46","South Dakota",232636,1850.9999999999998
"2018",0,"Owner Occupied","04000US47","Tennessee",1701159,10459
"2018",0,"Owner Occupied","04000US48","Texas",5917771,29036.999999999996
"2018",0,"Owner Occupied","04000US49","Utah",668985,3512
"2018",0,"Owner Occupied","04000US50","Vermont",183570,1384
"2018",0,"Owner Occupied","04000US51","Virginia",2070879,11132
"2018",0,"Owner Occupied","04000US53","Washington",1756552,8776
"2018",0,"Owner Occupied","04000US54","West Virginia",535880,3641.9999999999995
"2018",0,"Owner Occupied","04000US55","Wisconsin",1568040,8417
"2018",0,"Owner Occupied","04000US56","Wyoming",160121,1571
"2018",0,"Owner Occupied","04000US72","Puerto Rico",820405,4468
"2018",1,"Renter Occupied","04000US01","Alabama",585046,4901
"2018",1,"Renter Occupied","04000US02","Alaska",91290,1574
"2018",1,"Renter Occupied","04000US04","Arizona",918235,5470
"2018",1,"Renter Occupied","04000US05","Arkansas",395744,3653.0000000000005
"2018",1,"Renter Occupied","04000US06","California",5880000,21418
"2018",1,"Renter Occupied","04000US08","Colorado",742242,4816
"2018",1,"Renter Occupied","04000US09","Connecticut",460240,3488
"2018",1,"Renter Occupied","04000US10","Delaware",103457,1721
"2018",1,"Renter Occupied","04000US11","District of Columbia",163751,1680
"2018",1,"Renter Occupied","04000US12","Florida",2667159,10585
"2018",1,"Renter Occupied","04000US13","Georgia",1369507,7779.999999999999
"2018",1,"Renter Occupied","04000US15","Hawaii",190420,2021.0000000000002
"2018",1,"Renter Occupied","04000US16","Idaho",190031,2273
"2018",1,"Renter Occupied","04000US17","Illinois",1641003,8379
"2018",1,"Renter Occupied","04000US18","Indiana",793086,5471
"2018",1,"Renter Occupied","04000US19","Iowa",362703,3656
"2018",1,"Renter Occupied","04000US20","Kansas",378704,3641
"2018",1,"Renter Occupied","04000US21","Kentucky",571050,4904
"2018",1,"Renter Occupied","04000US22","Louisiana",602937,4930
"2018",1,"Renter Occupied","04000US23","Maine",154836,1769.9999999999998
"2018",1,"Renter Occupied","04000US24","Maryland",728577,5288
"2018",1,"Renter Occupied","04000US25","Massachusetts",980861,5827
"2018",1,"Renter Occupied","04000US26","Michigan",1132395,5849
"2018",1,"Renter Occupied","04000US27","Minnesota",616511,3315
"2018",1,"Renter Occupied","04000US28","Mississippi",351558,4066
"2018",1,"Renter Occupied","04000US29","Missouri",794426,5404
"2018",1,"Renter Occupied","04000US30","Montana",136687,2049
"2018",1,"Renter Occupied","04000US31","Nebraska",255496,2353
"2018",1,"Renter Occupied","04000US32","Nevada",475410,3771
"2018",1,"Renter Occupied","04000US33","New Hampshire",153320,2254
"2018",1,"Renter Occupied","04000US34","New Jersey",1158949,6584
"2018",1,"Renter Occupied","04000US35","New Mexico",251409,2841
"2018",1,"Renter Occupied","04000US36","New York",3373181,9961
"2018",1,"Renter Occupied","04000US37","North Carolina",1369892,8555
"2018",1,"Renter Occupied","04000US38","North Dakota",117556,1792.9999999999998
"2018",1,"Renter Occupied","04000US39","Ohio",1582848,8901
"2018",1,"Renter Occupied","04000US40","Oklahoma",507582,3108
"2018",1,"Renter Occupied","04000US41","Oregon",606312,4504
"2018",1,"Renter Occupied","04000US42","Pennsylvania",1557665,7200
"2018",1,"Renter Occupied","04000US44","Rhode Island",163320,2099
"2018",1,"Renter Occupied","04000US45","South Carolina",589362,5279
"2018",1,"Renter Occupied","04000US46","South Dakota",108929,1522
"2018",1,"Renter Occupied","04000US47","Tennessee",865902,6917
"2018",1,"Renter Occupied","04000US48","Texas",3635275,15574.999999999998
"2018",1,"Renter Occupied","04000US49","Utah",288634,2920
"2018",1,"Renter Occupied","04000US50","Vermont",76019,1117
"2018",1,"Renter Occupied","04000US51","Virginia",1057536,6347
"2018",1,"Renter Occupied","04000US53","Washington",1043871,6288
"2018",1,"Renter Occupied","04000US54","West Virginia",198796,2660
"2018",1,"Renter Occupied","04000US55","Wisconsin",775089,4474
"2018",1,"Renter Occupied","04000US56","Wyoming",70509,1465
"2018",1,"Renter Occupied","04000US72","Puerto Rico",384670,3241
"2017",0,"Owner Occupied","04000US01","Alabama",1273217,6953
"2017",0,"Owner Occupied","04000US02","Alaska",160854,1746
"2017",0,"Owner Occupied","04000US04","Arizona",1567338,8662
"2017",0,"Owner Occupied","04000US05","Arkansas",752633,5242
"2017",0,"Owner Occupied","04000US06","California",7024315,36191
"2017",0,"Owner Occupied","04000US08","Colorado",1348004,7195
"2017",0,"Owner Occupied","04000US09","Connecticut",906798,5014
"2017",0,"Owner Occupied","04000US10","Delaware",251098,1990
"2017",0,"Owner Occupied","04000US11","District of Columbia",115795,1423
"2017",0,"Owner Occupied","04000US12","Florida",4868827,29492
"2017",0,"Owner Occupied","04000US13","Georgia",2306772,13415
"2017",0,"Owner Occupied","04000US15","Hawaii",264622,2718
